WATER,TOWN,COUNTY,X_coord,Y_coord
SEVEN TREE P,Union,Knox,-69.2773653966,44.1900966488
BOOTH QUARRY P,Vinalhaven,Knox,-68.805552238,44.052514878
LAWSON QUARRY P,Vinalhaven,Knox,-68.836329113,44.0568129617
SAINT GEORGE R,Warren,Knox,-69.24263620834746,44.12232216890384
CRYSTAL P,Washington,Knox,-69.3951326814,44.291532993
PINKHAM P,Alna,Lincoln,-69.6645631087,44.1086707169
ADAMS P,Boothbay,Lincoln,-69.6316684751,43.8922299037
KNICKERBOCKER P,Boothbay,Lincoln,-69.6494371837,43.8822306653
WILEY P,Boothbay,Lincoln,-69.6369217614,43.9014864519
BISCAY P,Bremen,Lincoln,-69.4788677639,44.0031792374
MCCURDY P,Bremen,Lincoln,-69.4524690925,44.0118507239
PEMAQUID R,Bristol,Lincoln,-69.50706220150387,43.91181696128102
ROSS P,Bristol,Lincoln,-69.4936826704,43.9220613699
UPPER P,Bristol,Lincoln,-69.5145962897,43.9879782608
LITTLE P,Damariscotta,Lincoln,-69.4731372689,44.0411722554
PEMAQUID P,Damariscotta,Lincoln,-69.4529927551,44.0597683298
DAMARISCOTTA L,Jefferson,Lincoln,-69.4853871423,44.1411228483
PEMAQUID P,Nobleboro,Lincoln,-69.48537206,44.0833999816
THOMPSON'S ICE P,South Bristol,Lincoln,-69.4952532248,43.8791298375
KALERS P,Waldoboro,Lincoln,-69.422423779,44.109296487
MEDOMAK P (LITTLE),Waldoboro,Lincoln,-69.3421343161,44.1899008518
MEDOMAK R,Waldoboro,Lincoln,-69.371673545,44.1961193177
PETERS (GROSS) P,Waldoboro,Lincoln,-69.3919485193,44.057412659
WALDOBORO QUARRY P,Waldoboro,Lincoln,-69.38855557066546,44.1149105479122
MONTSWEAG B,Wiscasset,Lincoln,-69.70082146563541,44.035125259940926
POLY CLARK B,Wiscasset,Lincoln,-69.700301319,44.0650422835
GOODWIN P,Adamstown Twp,Oxford,-70.8480689142,44.9415919122
PEPPERPOT P,Adamstown Twp,Oxford,-70.9106913323,44.9173978828
RICHARDSON P (LOWER EAST),Adamstown Twp,Oxford,-70.8823350579,44.9296665154
RICHARDSON P (UPPER EAST),Adamstown Twp,Oxford,-70.8823350579,44.9296665154
RICHARDSON P (WEST),Adamstown Twp,Oxford,-70.9184774075,44.9263656158
BROKEN BRIDGE P,Albany Twp,Oxford,-70.8174384942,44.3111101836
CROCKER P,Albany Twp,Oxford,-70.8242083304,44.3085947562
HUTCHINSON P,Albany Twp,Oxford,-70.70848475,44.2741876559
MOSQUITO P,Albany Twp,Oxford,-70.7994544394,44.2990079248
SONGO P,Albany Twp,Oxford,-70.7911080056,44.3605715734
ELLIS R,Andover,Oxford,-70.72052422732558,44.61353974584134
ELLIS R (WEST BRANCH),Andover,Oxford,-70.73309988765767,44.611733357040826
WILD R,Batchelders Grant Twp,Oxford,-70.99348198919166,44.35442917649236
ANDROSCOGGIN R,Bethel,Oxford,-70.79638333825649,44.430767428007634
BURNT MEADOW P,Brownfield,Oxford,-70.8881578865,43.92620473
NEZINSCOT R (EAST BRANCH),Buckfield,Oxford,-70.36185715266251,44.30716290444359
NEZINSCOT R (WEST BRANCH),Buckfield,Oxford,-70.3750538888642,44.28825431820364
ELLIS P (LITTLE),Byron,Oxford,-70.6691671458,44.7047280639
SWIFT R,Byron,Oxford,-70.6271349273728,44.71364520592
ANASAGUNTICOOK L,Canton,Oxford,-70.323862514,44.4256476792
FOREST P,Canton,Oxford,-70.2773242694,44.457621944
WHITNEY B,Canton,Oxford,-70.31023683303609,44.4471397740928
HANCOCK P,Denmark,Oxford,-70.7457788227,43.9396298618
LONG P,Denmark,Oxford,-70.856778794,44.0005758324
SAND (WALDEN) P,Denmark,Oxford,-70.7666588827,43.9543329841
AUNT HANNAH B,Dixfield,Oxford,-70.42680752889821,44.5678091524411
CLAYS P,Fryeburg,Oxford,-70.9539777201,43.9823484734
CLAYS P OUTLET,Fryeburg,Oxford,-70.94864569703094,43.97627077873464
LOVEWELL P,Fryeburg,Oxford,-70.9313897566,44.0055727169
ROUND P,Fryeburg,Oxford,-70.9574924611,43.996356557
SACO R,Fryeburg,Oxford,-70.9205172663267,43.98486670984334
ANDROSCOGGIN R,Gilead,Oxford,-70.96198669691128,44.39735921783639
WILD R,Gilead,Oxford,-70.9859317362192,44.38225347754317
SPECK P,Grafton Twp,Oxford,-70.9730596874,44.5637569698
ANDROSCOGGIN R (LITTLE),Greenwood,Oxford,-70.62557946193832,44.33356145672643
INDIAN P,Greenwood,Oxford,-70.6502287622,44.35472573
OVERSET P,Greenwood,Oxford,-70.6802899951,44.327477465
SOUTH & ROUND PDS,Greenwood,Oxford,-70.6791490183,44.3873350622
TWITCHELL B,Greenwood,Oxford,-70.6811625079,44.3580899525
TWITCHELL P,Greenwood,Oxford,-70.6811625079,44.3580899525
ANDROSCOGGIN R,Hanover,Oxford,-70.69177250684754,44.49616738950698
BEAR P,Harford,Oxford,-70.28169,44.339568
BEAR P (LITTLE),Harford,Oxford,-70.290362,44.353792
BUNGANOCK B,Hartford,Oxford,-70.3407584254,44.3867569284
NEZINSCOT R (EAST BRANCH),Hartford,Oxford,-70.38253125205846,44.368677678570656
CLEMONS P (BIG),Hiram,Oxford,-70.8794427215,43.8767042255
CLEMONS P (LITTLE),Hiram,Oxford,-70.8849992353,43.8654817215
HANCOCK B,Hiram,Oxford,-70.77569772023938,43.878013723362606
OSSIPEE R,Hiram,Oxford,-70.84331903665728,43.808696620772274
SACO R,Hiram,Oxford,-70.8143936637728,43.88947349816913
STANLEY P,Hiram,Oxford,-70.8876644951,43.8345901222
BRADLEY P,Lovell,Oxford,-70.8615465883,44.2351677216
CUSHMAN P,Lovell,Oxford,-70.831857499,44.2200265818
HORSESHOE P,Lovell,Oxford,-68.0070430308,45.2632347216
KEZAR L,Lovell,Oxford,-70.9033155325,44.186140001
AZISCOHOS P,Magalloway Plt,Oxford,-70.9908985221,44.896223591
BEAVER P (LITTLE),Magalloway Plt,Oxford,-70.9549956394,44.9018442085
STURTEVANT P,Magalloway Plt,Oxford,-71.0246541622,44.8665944725
UMBAGOG L,Magalloway Plt,Oxford,-71.034778,44.779156
TROUT P,Mason Twp,Oxford,-70.874199488,44.3704272617
ANDROSCOGGIN R,Mexico,Oxford,-70.53201533692803,44.547916403530614
CONCORD R,Milton Twp,Oxford,-70.60214240442514,44.460389337812074
SUNDAY R,Newry,Oxford,-70.82904191526205,44.4784273464111
PENNESSEEWASSEE L,Norway,Oxford,-70.5829333058,44.2302832706
PENNESSEEWASSEE L OUTLET,Norway,Oxford,-70.5829333058,44.2302832706
PENNESSEEWASSEE P (LITTLE),Norway,Oxford,-70.6164656237,44.2243164878
SPECK P #2,Norway,Oxford,-70.7013926621,44.2633825418
GREELEY B,Otisfield,Oxford,-70.5405962481631,44.14538516148043
PLEASANT L,Otisfield,Oxford,-70.5224935893,44.0372954119
THOMPSON L,Otisfield,Oxford,-70.5872357902,44.153594106
ANDROSCOGGIN R (LITTLE),Oxford,Oxford,-70.46120318543788,44.133064570342775
GREELEY B,Oxford,Oxford,-70.4578995761,44.1015955023
ANDROSCOGGIN R (LITTLE),Paris,Oxford,-70.5152022584639,44.257450047295656
HALLS P,Paris,Oxford,-70.4571823251,44.2184173478
LINCOLN P,Parkertown Twp,Oxford,-70.9477774908,45.0600096149
NEZINSCOT R (EAST BRANCH),Peru,Oxford,-70.42813802215395,44.429240089367156
SPEARS STREAM,Peru,Oxford,-70.47502615530686,44.49383960665521
WORTHLEY P,Peru,Oxford,-70.400257661,44.4594319764
BICKFORD P,Porter,Oxford,-70.9718421434,43.8386750236
CHAPMAN P,Porter,Oxford,-70.9062901481,43.8379916558
COLCORD P,Porter,Oxford,-70.956738707,43.8478580409
RICHARDSON LAKES,Richardsontown Twp,Oxford,-70.8703828141,44.8245677166
ELLIS (ROXBURY) P,Roxbury,Oxford,-70.6757587019,44.6590441704
SWIFT R,Roxbury,Oxford,-70.60365904241884,44.68441364069444
ANDROSCOGGIN R,Rumford,Oxford,-70.54517053176315,44.55010513308811
CONCORD R,Rumford,Oxford,-70.63429187617537,44.47521274757788
ELLIS R,Rumford,Oxford,-70.67376742309298,44.5231527121729
BACK P (5 KEZARS),Stoneham,Oxford,-70.8138457865,44.2099313727
KEEWAYDIN L,Stoneham,Oxford,-70.8357222578,44.2631896441
VIRGINIA L,Stoneham,Oxford,-70.8640675679,44.2708535849
COLD R,Stow,Oxford,-70.97056451653876,44.15782892741063
ABBOTTS P,Sumner,Oxford,-70.5156523004,44.4294528183
CUSHMAN P,Sumner,Oxford,-70.4113374403,44.3486061461
NEZINSCOT R (EAST BRANCH),Sumner,Oxford,-70.39693579676286,44.402269186483835
NORTH P,Sumner,Oxford,-70.4003155811,44.3279847826
KEYES P,Sweden,Oxford,-70.819968082,44.1433257322
STEARNS P,Sweden,Oxford,-70.7772221682,44.1222290686
RICHARDSON LAKES,Township C,Oxford,-70.8703828141,44.8245677166
BEAR P,Waterford,Oxford,-70.7178554374,44.1531068532
KEOKA L,Waterford,Oxford,-70.7063635622,44.1799292716
MOOSE P,Waterford,Oxford,-70.7131751334,44.2324906161
ANDROSCOGGIN R (LITTLE),West Paris,Oxford,-70.57522696194887,44.322778613418755
BRYANT P,Woodstock,Oxford,-70.6503231463,44.3762724044
CONCORD P (LITTLE),Woodstock,Oxford,-70.5357902208,44.4360566524
CONSERVATION CAMP P,Woodstock,Oxford,-70.6665048742,44.3816915287
NORTH P,Woodstock,Oxford,-70.6764434405,44.4061251993
SHAGG P,Woodstock,Oxford,-70.5310471128,44.4237533856
WASHBURN P,Woodstock,Oxford,-70.5310471128,44.4237533856
BANGOR MUNICIPAL GOLF COURSE P,Bangor,Penobscot,-68.788492,44.78926
KENDUSKEAG STREAM,Bangor,Penobscot,-68.8001890384144,44.82274226874739
PENOBSCOT CLUB P,Brewer,Penobscot,-68.7447206801,44.8066882342
BURLINGTON FIRE P,Burlington,Penobscot,-68.4247379646,45.209261411
FITTS P,Clifton,Penobscot,-68.5552827276,44.76362168
SEBASTICOOK R (EAST BRANCH),Corinna,Penobscot,-69.27727968967416,44.94978416109649
PUFFERS P (ECHO L),Dexter,Penobscot,-69.2636637958,45.0159990021
SEBASTICOOK R (EAST BRANCH),Dexter,Penobscot,-69.0789732753,46.263350923
WASSOOKEAG L,Dexter,Penobscot,-69.3062424552,45.0318952188
COLD STREAM,Enfield,Penobscot,-68.5702519298811,45.24848554987813
COLD STREAM P,Enfield,Penobscot,-68.544563772,45.2668776274
ETNA P,Etna,Penobscot,-69.10240235959103,44.82907674358732
PASSADUMKEAG R,Grand Falls Twp,Penobscot,-67.563160812,45.2769322949
SOUADABSCOOK STREAM,Hampden,Penobscot,-68.87350017464497,44.76368259885307
HERMON P,Hermon,Penobscot,-68.935438175,44.7808401198
SYSLADOBSIS L (LO),Lakeville,Penobscot,-68.0561006403,45.2970725799
SYSLADOBSIS L (UP),Lakeville,Penobscot,-68.1209317727,45.3001249002
SILVER (MATTAKEUNK) L,Lee,Penobscot,-68.31529277552849,45.35091842194667
"CARIBOU,EGG,LONG P",Lincoln,Penobscot,-68.4183182805,45.4051802325
COLD STREAM P (UPPER),Lincoln,Penobscot,-68.4750834358,45.2995178445
EDWARDS FAMILY KIDS FISHING P,Lincoln,Penobscot,-68.53515327684133,45.35708386581909
ROCKY B,Lincoln,Penobscot,-68.4944875080889,45.33202023240102
ROUND P (LITTLE),Lincoln,Penobscot,-68.4470462193,45.3140938099
UPPER P,Lincoln,Penobscot,-68.4163968082,45.3211597662
PASSADUMKEAG R,Lowell,Penobscot,-68.47798422303173,45.15691405514176
TROUT P,Lowell,Penobscot,-68.4885429512,45.2425050093
JERRY P,Millinocket,Penobscot,-68.6817557169,45.6696653205
SHIN P (LOWER),Mount Chase,Penobscot,-68.5549635277,46.1060903987
SHIN P (UPPER),Mount Chase,Penobscot,-68.5391556822,46.1194566594
SEBASTICOOK R (EAST BRANCH),Newport,Penobscot,-69.2380079601,44.8580693805
MUD P,Old Town,Penobscot,-68.7795569621,44.9519442479
PUSHAW L,Old Town,Penobscot,-68.799874,44.934328
STILLWATER R,Old Town,Penobscot,-68.69251672307452,44.93479876014279
STILLWATER R,Orono,Penobscot,-68.67550948121561,44.89072070053106
BREWER L,Orrington,Penobscot,-68.7322892563987,44.71444115906208
GILES P,Patten,Penobscot,-68.4542056783,46.0158141883
WILEY P,Patten,Penobscot,-68.5399834466,46.0010842558
SEBOEIS STREAM,Seboeis Plt,Penobscot,-68.71041092849724,45.35442753920234
TROUT P,Soldiertown Twp T2 R7 WELS,Penobscot,-68.6883317385,45.8488974402
MATTAGODUS STREAM,Springfield,Penobscot,-68.12620998943352,45.42363026380691
MILLINOCKET L,T1 R8 WELS,Penobscot,-68.7939903471,45.7592994858
MILLINOCKET STREAM,T1 R8 WELS,Penobscot,-68.72686655594019,45.73113053885064
SMITH P,T3 Indian Purchase Twp,Penobscot,-68.7777785114,45.6766784327
CEDAR L,T3 R9 NWP,Penobscot,-68.80014545247073,45.528554832469425
ENDLESS L,T3 R9 NWP,Penobscot,-68.81339978260898,45.47110737815044
FLATIRON P,T3 R9 NWP,Penobscot,-69.3455079105,45.4587211627
PEMADUMCOOK CHAIN L,T4 Indian Purchase Twp,Penobscot,-68.8920997778,45.6111206886
LUNKSOOS L,T4 R7 WELS,Penobscot,-68.6747252652,46.0111936971
DAVIS (WAPITI) P,T5 R7 WELS,Penobscot,-68.5886675778,46.0956385185
GREEN MOUNTAIN P,T6 R6 WELS,Penobscot,-68.4616509883,46.1923576356
HAY L,T6 R8 WELS,Penobscot,-68.7183843161,46.1465501401
IRELAND P,T7 R8 WELS,Penobscot,-68.7709629583,46.2542146969
MILLIMAGASSETT L,T7 R8 WELS,Penobscot,-68.7727620254,46.2857762227
SCRAGGLY L,T7 R8 WELS,Penobscot,-68.7548367633,46.2387853509
CARRY P,T8 R7 WELS,Penobscot,-68.5941825324,46.3453717207
DRUMMOND P,Abbot,Piscataquis,-69.4186747492,45.1704987801
PIPER P,Abbot,Piscataquis,-69.5227204972,45.2040180844
ALDER STREAM,Atkinson,Piscataquis,-69.2483270217,44.9192123
PRONG P,Beaver Cove,Piscataquis,-69.527521416,45.5353776477
FITZGERALD (MTN VIEW) P,Big Moose Twp,Piscataquis,-69.6895764662,45.5200095837
INDIAN P,Big Moose Twp,Piscataquis,-69.7374628347,45.4390024689
PISCATAQUIS R,Blanchard Twp,Piscataquis,-69.58375872894173,45.26682547723528
WHETSTONE P,Blanchard Twp,Piscataquis,-69.558759336,45.2151650324
BEAR P,Bowerbank,Piscataquis,-69.298224292,45.3025464542
MILL B,Bowerbank,Piscataquis,-69.2433230678,45.3224504773
NORTON P,Brownville,Piscataquis,-68.9695809563,45.3718747594
PLEASANT R,Brownville,Piscataquis,-69.03796424808854,45.32339896886869
BRANNS MILL P,Dover-Foxcroft,Piscataquis,-69.1689383422,45.1087238898
DUNHAM B,Dover-Foxcroft,Piscataquis,-69.26305410900189,45.190153761117855
GARLAND P,Dover-Foxcroft,Piscataquis,-69.2329383249,45.2609636226
PISCATAQUIS R,Dover-Foxcroft,Piscataquis,-69.23960769214355,45.183890154189605
SEBEC L,Dover-Foxcroft,Piscataquis,-69.2329383249,45.2609636226
SNOWS P,Dover-Foxcroft,Piscataquis,-69.2437141259,45.2005768083
SPENCER P (BIG),East Middlesex Canal Grant Twp,Piscataquis,-69.565703112,45.7452247968
GREENWOOD P (LITTLE),Elliottsville Twp,Piscataquis,-69.4134312521,45.3691589713
MCLELLAN P,Elliottsville Twp,Piscataquis,-69.5186817993,45.3487062953
RABBIT P,Elliottsville Twp,Piscataquis,-69.5018887201,45.3561502622
SMITH P,Elliottsville Twp,Piscataquis,-69.4925115087,45.3845482439
ROACH P (FIRST),Frenchtown Twp,Piscataquis,-69.3823704948,45.6570371684
MOOSEHEAD L,Greenville,Piscataquis,-69.5115762207,45.5130545991
SAWYER P,Greenville,Piscataquis,-69.5551055811,45.4772375371
WILSON P (LOWER),Greenville,Piscataquis,-69.5255551593,45.4824976464
BENNETT P (BIG),Guilford,Piscataquis,-69.3352818704,45.2507390006
DAVIS P (FIRST),Guilford,Piscataquis,-69.4085781726,45.2364298672
PISCATAQUIS R,Guilford,Piscataquis,-69.34800250301545,45.17222301124471
KINGSBURY P,Kingsbury Plt,Piscataquis,-69.66977160291798,45.10757787743356
SCHOODIC L,Lake View Plt,Piscataquis,-68.9219156521,45.3707656872
SEBOEIS L,Lake View Plt,Piscataquis,-68.88439757108442,45.42110722926504
TURTLE P,Lake View Plt,Piscataquis,-68.8584165728,45.4152307886
MOOSEHEAD L,Lily Bay Twp,Piscataquis,-69.6487480783,45.4170636734
SCHOODIC STREAM,Medford,Piscataquis,-68.85087912417742,45.2964812762475
MILO FARM (HARRIS) P,Milo,Piscataquis,-68.99338498331788,45.268214487174106
SEBEC R,Milo,Piscataquis,-69.02281181794588,45.26863111350234
BELL P,Monson,Piscataquis,-69.5213627938,45.3429512663
DOE P,Monson,Piscataquis,-69.5458300124,45.2725102047
HEBRON L,Monson,Piscataquis,-69.5273310379,45.2805472069
LILY P,Monson,Piscataquis,-69.5088250403,45.3402609457
PISCATAQUIS R,Monson,Piscataquis,-69.53119179690297,45.23617094575099
SOUTH P,Monson,Piscataquis,-69.4555372643,45.3417443908
SPECTACLE P,Monson,Piscataquis,-68.2098317896,44.757070092
GRAVEL PIT P,Moosehead Junction Twp,Piscataquis,-69.6241547647,45.4489544286
POWER TROUT P,Moosehead Junction Twp,Piscataquis,-69.6186435644,45.3979195875
SHADOW P,Moosehead Junction Twp,Piscataquis,-69.6243707212,45.4687175439
BENNETT P,Parkman,Piscataquis,-69.4563439886,45.1429895094
HARLOW P,Parkman,Piscataquis,-69.3987038894,45.141679772
BEAN P (LOWER),Rainbow Twp,Piscataquis,-69.1898563895,45.8126459882
BEAN P (UPPER),Rainbow Twp,Piscataquis,-69.1811521349,45.8272641286
CLIFFORD P,Rainbow Twp,Piscataquis,-69.0929102982,45.8350585113
CRESCENT P,Rainbow Twp,Piscataquis,-69.1805441121,45.7691131957
DEBSCONEAG L (5TH),Rainbow Twp,Piscataquis,-69.0995295024,45.7622696377
HOLBROOK P,Rainbow Twp,Piscataquis,-69.1467775862,45.8494289288
MURPHY P (BIG),Rainbow Twp,Piscataquis,-69.1685670454,45.7948404441
RAINBOW L,Rainbow Twp,Piscataquis,-69.116864,45.82722
BLACK STREAM,Sangerville,Piscataquis,-69.27510840926034,45.15561798730709
CENTER P,Sangerville,Piscataquis,-69.3035533383,45.123664927
MANHANOCK P,Sangerville,Piscataquis,-69.3708267353,45.1477923135
BEAR B,Sebec,Piscataquis,-69.15092515299149,45.27462618604373
SEBEC R,Sebec,Piscataquis,-69.07085343721992,45.27277525142001
LONG BOG,Shawtown Twp,Piscataquis,-69.2619117792,45.6631670455
BUNKER P (BIG),Shirley,Piscataquis,-69.5830403296,45.3273687562
SHIRLEY P,Shirley,Piscataquis,-69.6210105267,45.368161981
DEBSCONEAG L (6TH),T1 R11 WELS,Piscataquis,-69.1216217817,45.7601707275
LEAVITT P,T1 R11 WELS,Piscataquis,-69.0961253258,45.6834367578
LAZY TOM P,T1 R13 WELS,Piscataquis,-69.4234905252,45.7398755849
PEMADUMCOOK CHAIN L,T1 R9 WELS,Piscataquis,-68.9362835285,45.7059507319
ISLAND (CHASE) P,T10 R10 WELS,Piscataquis,-69.0299989421,46.4836165152
MOUNTAIN P,T10 R10 WELS,Piscataquis,-69.0108732098,46.5578795631
ELBOW P (UPPER),T10 R11 WELS,Piscataquis,-69.0874452601,46.5338647756
HALE P,T2 R10 WELS,Piscataquis,-68.9754578204,45.810169364
BEAN P,T2 R12 WELS,Piscataquis,-69.2163387255,45.8068423173
TEN-FORTY P,T2 R12 WELS,Piscataquis,-69.2414334002,45.7900217105
RAGGED L,T2 R13 WELS,Piscataquis,-69.3725881152,45.8173745241
ABOL P,T2 R9 WELS,Piscataquis,-68.9244490402,45.8382457728
ROCKY P,T2 R9 WELS,Piscataquis,-68.9079291226,45.8361135858
ROUND P,T2 R9 WELS,Piscataquis,-68.9068661241,45.8395862649
TOGUE P (LOWER),T2 R9 WELS,Piscataquis,-68.8717685209,45.8197337926
CELIA P,T3 R10 WELS,Piscataquis,-69.0681662673,45.891992639
DRAPER P,T3 R10 WELS,Piscataquis,-69.0448176789,45.9011767583
CARRY P,T3 R11 WELS,Piscataquis,-69.1635643495,45.872549226
CHESUNCOOK P,T3 R11 WELS,Piscataquis,-69.1820606272,45.8552139615
FOWLER P,T3 R11 WELS,Piscataquis,-69.0957647627,45.8881179818
MCKENNA P,T3 R11 WELS,Piscataquis,-69.102249865,45.9094314139
ROCKY P,T3 R11 WELS,Piscataquis,-69.1264015357,45.8603252421
DEER P,T3 R13 WELS,Piscataquis,-69.3837724379,45.9115243452
PINE P (BIG),T3 R13 WELS,Piscataquis,-69.4278252059,45.8680038647
SALMON P,T4 R13 WELS,Piscataquis,-69.462659635,45.9413201682
SEBOEIS L,T4 R9 NWP,Piscataquis,-68.8813267314,45.4524965374
WASSATAQUOIK L,T4R10,Piscataquis,-68.951619,46.015535
CARIBOU P (BIG),T7 R10 WELS,Piscataquis,-68.9847832452,46.2978203156
CARIBOU P (LITTLE),T7 R10 WELS,Piscataquis,-68.9728406599,46.2917048706
THIRD (MATAGAMON) L,T7 R10 WELS,Piscataquis,-69.0306659208,46.2453232453
HAYMOCK L,T7 R11 WELS,Piscataquis,-69.1821945899,46.3023897492
HOUSTON P,T7 R9 NWP,Piscataquis,-69.234607576,45.427622356
INDIAN & DAM PONDS,T7 R9 NWP,Piscataquis,-69.2975714144,45.4179745837
BEAVER P (BIG),T7 R9 WELS,Piscataquis,-68.8568828351,46.2639189277
MITCHELL P,T7 R9 WELS,Piscataquis,-68.8355259062,46.2350286324
MATTHEWS P,T8 R10 WELS,Piscataquis,-69.0618770341,46.3184020845
PILLSBURY P (LITTLE),T8 R11 WELS,Piscataquis,-69.1525221191,46.3283751868
REED P (BIG),T8R10,Piscataquis,-69.057636,46.352963
WADLEIGH P,T8R15,Piscataquis,-69.70971,46.35535
CURRIER P (FIRST),T9 R11 WELS,Piscataquis,-69.0994245274,46.4198792409
JO-MARY L (UPPER),TA R10 WELS,Piscataquis,-68.9620118246,45.6008210034
LONG P,TA R11 WELS,Piscataquis,-69.1368961224,45.6694722633
JO-MARY P,TB R10 WELS,Piscataquis,-69.0394566866,45.5768119539
BILLFISH P,Trout Brook Twp,Piscataquis,-68.8226664467,46.1358500675
FROST P,Trout Brook Twp,Piscataquis,-68.916266585,46.1741204657
GRINDSTONE P,Willimantic,Piscataquis,-69.3938851301,45.3231521328
HORSESHOE P,Willimantic,Piscataquis,-69.3763458303,45.2869219509
SEWALL P,Arrowsic,Sagadahoc,-69.7809393691,43.8697309511
CAESAR P,Bowdoin,Sagadahoc,-69.9837929931,44.0640109286
CHARLES P,Georgetown,Sagadahoc,-69.7239633549,43.8242946693
CENTER P,Phippsburg,Sagadahoc,-69.8148196404,43.8153218457
SILVER L,Phippsburg,Sagadahoc,-69.7874988214,43.7458409607
SPRAGUE P,Phippsburg,Sagadahoc,-69.8345784888,43.7842169344
EDDY P (BIG),Topsham,Sagadahoc,-69.9708321797,43.9938639271
WINNEGANCE L,West Bath,Sagadahoc,-69.824126,43.872344
NEQUASSET L,Woolwich,Sagadahoc,-69.77428,43.952365
HALE P,Alder Brook Twp,Somerset,-70.1671607857,45.8214670075
TRICKEY P,Alder Brook Twp,Somerset,-70.1191581091,45.804932653
KENNEBEC R,Anson,Somerset,-69.878279427509,44.84564604069985
WESSERUNSETT STREAM,Athens,Somerset,-69.67333644521365,44.92065171803633
ATTEAN P,Attean Twp,Somerset,-70.2903507725,45.5686185588
CLEARWATER P,Attean Twp,Somerset,-70.3637623049,45.5863052025
LOON P,Attean Twp,Somerset,-70.3935141467,45.6065317197
WOOD P (BIG),Attean Twp,Somerset,-70.2818578968,45.6202887498
AUSTIN P,Bald Mountain Twp T2 R3,Somerset,-69.7476761321,45.2098903705
AUSTIN P (LITTLE),Bald Mountain Twp T2 R3,Somerset,-69.7772220733,45.2266794348
KING P,Bowtown Twp,Somerset,-70.0707822256,45.3042172261
MOOSE P,Bowtown Twp,Somerset,-70.0264577003,45.2931094384
OTTER P,Bowtown Twp,Somerset,-70.0409898623,45.2667133676
OTTER P (NORTH),Bowtown Twp,Somerset,-70.0356518361,45.2748762728
MOORE P,Bradstreet Twp,Somerset,-70.254334,45.489827
SMITH (WEEKS) P,Brighton Plt,Somerset,-69.7112257378,45.061876732
CARRABASSETT STREAM,Canaan,Somerset,-69.58191013626127,44.73980471750245
LAKE GEORGE,Canaan,Somerset,-69.5872194213,44.7775076294
DIMMICK P (BIG),Caratunk,Somerset,-69.859330787,45.219141456
DIMMICK P (LITTLE),Caratunk,Somerset,-69.8725040842,45.2290846592
MACDOUGALL P,Caratunk,Somerset,-69.9843445427,45.1720845728
MOUNTAIN DIMMICK P,Caratunk,Somerset,-69.8750945996,45.204817706
TIBBETTS P,Concord Twp,Somerset,-69.8656044734,45.0088340304
CROCKER P,Dennistown Plt,Somerset,-70.3486252614,45.6849069511
RANCOURT P,Dennistown Plt,Somerset,-70.3064706028,45.6617165521
SUGAR BERTH P,Dennistown Plt,Somerset,-70.3514321485,45.6432937288
WOOD P (LITTLE BIG),Dennistown Plt,Somerset,-70.3531481278,45.6355849926
PENOBSCOT L,Dole Brook Twp,Somerset,-70.217042,45.933532
BLACK HILL P,Embden,Somerset,-69.9752775139,44.9134045656
EMBDEN P,Embden,Somerset,-69.9524098241,44.939673532
FAHI P,Embden,Somerset,-69.8988880598,44.905841194
HANCOCK P,Embden,Somerset,-69.9960244911,44.9570218465
KENNEBEC R,Embden,Somerset,-69.85370226805743,44.921355961298495
MILL STREAM,Embden,Somerset,-69.9207785725733,44.882503793257264
SANDY P,Embden,Somerset,-69.9195659037,44.9086620759
FAIRFIELD REC (PAL) P,Fairfield,Somerset,-69.6133204189,44.5879199682
KENNEBEC R,Fairfield,Somerset,-69.59238308215723,44.639852288545185
BEAVER P,Forsyth Twp,Somerset,-70.431288092,45.6736318765
LONG P,Forsyth Twp,Somerset,-70.475380231,45.6106753562
LANE P (LITTLE),Hammond Twp,Somerset,-70.0979930645,45.9253876113
HARMONY FIRE P,Harmony,Somerset,-68.935438175,44.7808401198
HIGGINS B,Harmony,Somerset,-69.56264286939296,44.99540448034479
GREAT MOOSE L,Hartland,Somerset,-69.5233509349,44.9305029461
MORRILL P,Hartland,Somerset,-69.5176122915,44.833930026
SEBASTICOOK R,Hartland,Somerset,-69.44739622110066,44.878907967843155
CHUB P,Hobbstown Twp,Somerset,-70.3047256985,45.4592893633
SPENCER L,Hobbstown Twp,Somerset,-70.294152392,45.3973812114
HOLEB P,Holeb Twp,Somerset,-70.4062345308,45.5841299156
MCKENNEY P,Holeb Twp,Somerset,-70.4858234546,45.6052629748
HEALD STREAM,Jackman,Somerset,-70.24191786562793,45.66292251801782
SANDY STREAM,Jackman,Somerset,-70.30909243118018,45.675243014013326
SPRUCE P,Lexington Twp,Somerset,-70.0007512057,45.0193460779
LONG P,Long Pond Twp,Somerset,-70.098926502,45.6284758561
WESSERUNSETT L,Madison,Somerset,-69.7678298493,44.8401560328
PALMER P,Mayfield Twp,Somerset,-69.7311432206,45.167893849
CHASE STREAM P (LITTLE),Misery Twp,Somerset,-69.9345255935,45.5211780931
DAYMOND P,Moose River,Somerset,-70.2701944199,45.6955780899
SUPPLY P,Moose River,Somerset,-70.1987669934,45.6566952595
CHASE P,Moscow,Somerset,-69.8877991878,45.1587618541
WYMAN L,Moscow,Somerset,-69.9395326774,45.0911426711
