COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch),X_coord,Y_coord,ABUNDANCE
Waldo,2025-11-03,SAINT GEORGE R,Searsmont,BROOK TROUT,250,8,-69.18988034212933,44.35645611309553,
Lincoln,2025-11-03,MEDOMAK R,Waldoboro,BROOK TROUT,50,12,-69.371673545,44.1961193177,
Knox,2025-11-03,SAINT GEORGE R,Union,BROOK TROUT,350,8,-69.27929586528737,44.228456528949295,
Kennebec,2025-11-03,MINNEHONK L,Mount Vernon,SPLAKE,200,13,-69.9892155244,44.4956000503,
Kennebec,2025-11-03,FLYING P,Vienna,L.L. SALMON,75,11,-69.9926443564,44.5214883714,
Lincoln,2025-11-03,MEDOMAK R,Waldoboro,BROOK TROUT,200,8,-69.371673545,44.1961193177,
Knox,2025-11-03,SAINT GEORGE R,Appleton,BROOK TROUT,300,8,-69.24995664880144,44.28744522652495,
Knox,2025-11-03,SAINT GEORGE R,Warren,BROOK TROUT,100,12,-69.24263620834746,44.12232216890384,
Lincoln,2025-11-03,MEDOMAK R,Waldoboro,BROOK TROUT,200,8,-69.371673545,44.1961193177,
Somerset,2025-11-03,LAKE GEORGE,Canaan,L.L. SALMON,50,11,-69.5872194213,44.7775076294,
Kennebec,2025-11-03,PARKER P,Mount Vernon,L.L. SALMON,300,11,-70.0314957417,44.494227669,
Lincoln,2025-11-03,MEDOMAK R,Waldoboro,BROOK TROUT,200,8,-69.371673545,44.1961193177,
Kennebec,2025-11-04,MARANACOOK L,Winthrop,BROOK TROUT,200,12,-69.9503468634,44.341146209,
Kennebec,2025-11-04,MARANACOOK L,Winthrop,BROOK TROUT,200,12,-69.9503468634,44.341146209,
Kennebec,2025-11-04,MARANACOOK L,Winthrop,BROWN TROUT,200,12,-69.9503468634,44.341146209,
Somerset,2025-11-04,INDIAN P (BIG),Saint Albans,BROOK TROUT,400,12,-69.3861332996,44.9350585212,
Penobscot,2025-11-04,HERMON P,Hermon,BROOK TROUT,500,12,-68.935438175,44.7808401198,
Penobscot,2025-11-04,ETNA P,Etna,BROOK TROUT,350,12,-69.10240235959103,44.82907674358732,
Lincoln,2025-11-05,MCCURDY P,Bremen,BROWN TROUT,250,12,-69.4524690925,44.0118507239,
Kennebec,2025-11-05,MESSALONSKEE L,Sidney,SPLAKE,1000,13,-69.7891694864,44.4791828118,
Kennebec,2025-11-05,PARKER P,Mount Vernon,BROOK TROUT,500,13,-70.0314957417,44.494227669,
Lincoln,2025-11-05,BISCAY P,Bremen,BROWN TROUT,350,12,-69.4788677639,44.0031792374,
Lincoln,2025-11-05,BISCAY P,Bremen,BROOK TROUT,400,12,-69.4788677639,44.0031792374,
Lincoln,2025-11-05,DAMARISCOTTA L,Jefferson,BROWN TROUT,1000,12,-69.4853871423,44.1411228483,
Kennebec,2025-11-06,JAMIES (JIMMIE) P,Manchester,SPLAKE,100,13,-69.8579593621,44.2806746329,
Kennebec,2025-11-06,JAMIES (JIMMIE) P,Manchester,BROOK TROUT,250,8,-69.8579593621,44.2806746329,
Kennebec,2025-11-06,JAMIES (JIMMIE) P,Manchester,BROOK TROUT,400,13,-69.8579593621,44.2806746329,
Knox,2025-11-06,FRESH P,North Haven,BROOK TROUT,75,12,-68.852875,44.158373,
Kennebec,2025-11-06,CHINA L,China,BROOK TROUT,200,12,-69.5473149655,44.4302543059,
Waldo,2025-11-06,HALFMOON P,Prospect,BROOK TROUT,350,12,-68.9387740317,44.5568379855,
Waldo,2025-11-07,KNIGHT P,Northport,BROOK TROUT,450,12,-69.0010240451,44.3179016772,
Waldo,2025-11-09,SHEEPSCOT P,Palermo,BROOK TROUT,500,12,-69.4327670714,44.3613618215,
Waldo,2025-11-10,SANBORN P,Brooks,BROOK TROUT,200,12,-69.1429388005,44.4808200167,
Waldo,2025-11-10,DUTTON P,Knox,BROOK TROUT,350,8,-69.1544648255,44.4848684858,
Waldo,2025-11-10,DUTTON P,Knox,BROOK TROUT,200,12,-69.1544648255,44.4848684858,
Lincoln,2025-11-12,KALERS P,Waldoboro,BROWN TROUT,100,12,-69.422423779,44.109296487,
Knox,2025-11-12,TOLMAN P,Rockport,BROOK TROUT,200,12,-69.1491348101,44.174434744,
Lincoln,2025-11-12,KALERS P,Waldoboro,BROOK TROUT,350,12,-69.422423779,44.109296487,
Knox,2025-11-13,ROCKY P,Rockport,BROOK TROUT,250,8,-69.1293366327,44.1768609833,
Waldo,2025-11-13,LEVENSELLER P,Searsmont,BROOK TROUT,400,8,-69.1319336614,44.3237936952,
Knox,2025-11-13,MACES P,Rockport,BROOK TROUT,300,8,-69.1216015991,44.1678407344,
Knox,2025-11-13,MACES P,Rockport,BROOK TROUT,150,12,-69.1216015991,44.1678407344,
Knox,2025-11-13,ROCKY P,Rockport,BROOK TROUT,75,12,-69.1293366327,44.1768609833,
Knox,2025-11-13,MEGUNTICOOK R,Camden,BROOK TROUT,100,12,-69.07625915068205,44.21450172105819,
Waldo,2025-11-13,LEVENSELLER P,Searsmont,BROOK TROUT,200,12,-69.1319336614,44.3237936952,
Kennebec,2025-11-14,FLYING P,Vienna,BROWN TROUT,150,12,-69.9926443564,44.5214883714,
Kennebec,2025-11-14,FAIRBANKS P,Manchester,BROOK TROUT,50,12,-69.8302213184,44.389617745,
Kennebec,2025-11-14,FAIRBANKS P,Manchester,BROWN TROUT,50,12,-69.8302213184,44.389617745,
Kennebec,2025-11-14,SILVER L,Sidney,BROWN TROUT,25,12,-69.8245517647,44.3936340887,
Androscoggin,2025-11-17,PLEASANT P,Turner,L.L. SALMON,50,12,-70.2254754627,44.3189267212,
Lincoln,2025-11-18,ROSS P,Bristol,BROOK TROUT,300,8,-69.4936826704,43.9220613699,
Lincoln,2025-11-18,ROSS P,Bristol,BROOK TROUT,200,12,-69.4936826704,43.9220613699,
Waldo,2025-11-18,MOODY P,Lincolnville,BROOK TROUT,250,8,-69.1437324426,44.2935855208,
Waldo,2025-11-18,MOODY P,Lincolnville,BROOK TROUT,200,12,-69.1437324426,44.2935855208,
Lincoln,2025-11-19,THOMPSON'S ICE P,South Bristol,BROOK TROUT,50,12,-69.4952532248,43.8791298375,
Kennebec,2025-11-19,MESSALONSKEE L,Oakland,SPLAKE,50,13,-69.7891694864,44.4791828118,
Kennebec,2025-11-19,JAMIES (JIMMIE) P,Manchester,SPLAKE,375,13,-69.8579593621,44.2806746329,
Lincoln,2025-11-19,THOMPSON'S ICE P,South Bristol,BROOK TROUT,250,8,-69.4952532248,43.8791298375,
Penobscot,2025-11-24,PUFFERS P (ECHO L),Dexter,BROOK TROUT,220,14,-69.2636637958,45.0159990021,
Knox,2025-11-25,HOBBS P,Hope,BROOK TROUT,200,12,-69.1670818583,44.249118422,
Knox,2025-11-25,HOSMER P,Camden,BROOK TROUT,200,12,-69.1282374835,44.2143684389,
Waldo,2025-11-25,LEVENSELLER P,Searsmont,BROOK TROUT,50,19,-69.1319336614,44.3237936952,
Waldo,2025-11-26,LEVENSELLER P,Searsmont,BROOK TROUT,200,12,-69.1319336614,44.3237936952,
Waldo,2025-11-26,KNIGHT P,Northport,BROOK TROUT,200,12,-69.0010240451,44.3179016772,
Kennebec,2025-12-01,MESSALONSKEE L,Oakland,SPLAKE,1500,7,-69.7891694864,44.4791828118,
Kennebec,2025-12-03,COCHNEWAGON P,Monmouth,BROOK TROUT,300,13,-70.0443626454,44.2314064352,
Sagadahoc,2025-12-04,NEQUASSET L,Woolwich,RAINBOW TROUT,150,19,-69.77428,43.952365,
Androscoggin,2025-12-05,BARTLETT P,Livermore,BROOK TROUT,50,18,-70.2052077503,44.4011913925,
Kennebec,2025-12-05,COCHNEWAGON P,Monmouth,BROOK TROUT,15,19,-70.0443626454,44.2314064352,
Sagadahoc,2025-12-05,CAESAR P,Bowdoin,BROOK TROUT,40,18,-69.9837929931,44.0640109286,
Androscoggin,2025-12-05,ROUND P,Livermore,BROOK TROUT,50,18,-70.218831,44.432298,
Kennebec,2025-12-05,MINNEHONK L,Mount Vernon,BROOK TROUT,50,18,-69.9892155244,44.4956000503,
Androscoggin,2025-12-05,BRETTUNS P,Livermore,BROOK TROUT,50,18,-70.2502684137,44.3926629255,
Kennebec,2025-12-05,COCHNEWAGON P,Monmouth,BROOK TROUT,50,18,-70.0443626454,44.2314064352,
Hancock,2025-04-23,LITTLE P,Franklin,BROOK TROUT,0,9,-68.1700588993,44.576291781,
Penobscot,2025-04-23,PENOBSCOT CLUB P,Brewer,BROOK TROUT,150,10,-68.7447206801,44.8066882342,
Washington,2025-04-23,FOXHOLE P,Deblois,BROOK TROUT,150,10,-67.9531638229,44.7679461327,
Hancock,2025-04-29,FOX P,T10 SD,BROOK TROUT,200,8,-68.1122202386,44.6259097093,
Washington,2025-04-29,PINEO P,Deblois,BROOK TROUT,175,8,-67.9381336027,44.7185887785,
Hancock,2025-04-29,BUBBLE P,Bar Harbor,BROOK TROUT,175,8,-68.2390930971,44.3450060224,
Washington,2025-04-30,INDIAN L,Whiting,BROOK TROUT,600,9,-67.2656191089,44.7545552247,
Washington,2025-04-30,MIDDLE R,Marshfield,BROOK TROUT,150,9,-67.5231130567,44.7661627818,
Washington,2025-04-30,CLARK B (MAGURREWOCK S),Calais,BROOK TROUT,150,9,-67.27158670760551,45.12045903093993,
Washington,2025-04-30,SIMPSON P,Roque Bluffs,BROOK TROUT,400,9,-67.4875524751,44.6119894837,
Washington,2025-04-30,MIDDLE R,Marshfield,BROOK TROUT,150,9,-67.5231130567,44.7661627818,
Washington,2025-04-30,LILY L,Trescott Twp,BROOK TROUT,150,9,-67.1056661799,44.828606073,
Washington,2025-04-30,MIDDLE R,Marshfield,BROOK TROUT,150,9,-67.5231130567,44.7661627818,
Washington,2025-04-30,SIX MILE L,Marshfield,BROOK TROUT,100,9,-67.5231130567,44.7661627818,
Washington,2025-05-01,GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,BROOK TROUT,100,9,-67.77732103685092,45.180264845139014,
Washington,2025-05-01,GRAND LAKE STREAM,Grand Lake Stream Plt,BROOK TROUT,150,9,-67.77040232953631,45.174925923554255,
Washington,2025-05-01,GRAND LAKE STREAM,Grand Lake Stream Plt,L.L. SALMON,150,12,-67.77040232953631,45.174925923554255,
Washington,2025-05-06,MEDDYBEMPS L,Baileyville,L.L. SALMON,600,6,-67.380559736,45.1029135963,
Washington,2025-05-06,GARDNER L,East Machias,L.L. SALMON,1500,6,-67.4436724746,44.7851556426,
Washington,2025-05-06,PLEASANT L,Alexander,L.L. SALMON,175,6,-67.4842509124,45.0645009669,
Washington,2025-05-06,CATHANCE L,No 14 Twp - Cathance Twp,L.L. SALMON,800,6,-67.3963436958,44.9477843459,
Hancock,2025-05-07,DONNELL P,T9 SD,L.L. SALMON,450,6,-68.1509173668,44.5972787962,
Hancock,2025-05-07,TUNK L,T10 SD,L.L. SALMON,400,6,-68.0712003657,44.5857664975,
Hancock,2025-05-07,MOLASSES P,Eastbrook,L.L. SALMON,50,6,-68.2161048522,44.6780455361,
Hancock,2025-05-07,BEECH HILL P,Otis,L.L. SALMON,350,6,-68.4601431052,44.6899817531,
Hancock,2025-05-08,BRANCH L,Ellsworth,L.L. SALMON,800,6,-68.5594480491,44.5948872736,
Hancock,2025-05-08,GREEN L,Ellsworth,L.L. SALMON,500,6,-68.4952671287,44.6478731631,
Hancock,2025-05-08,PATTEN P (LOWER),Surry,L.L. SALMON,200,6,-68.55063132146557,44.54334988353266,
Hancock,2025-05-08,TODDY P,Orland,L.L. SALMON,400,6,-68.597835494,44.5881424764,
Hancock,2025-05-08,CRAIG P,Orland,L.L. SALMON,50,6,-68.6673928221,44.5831896459,
Hancock,2025-05-12,JORDAN P,Mount Desert,L.L. SALMON,25,6,-68.2552200317,44.332699302,
Hancock,2025-05-12,EAGLE L,Bar Harbor,L.L. SALMON,50,6,-68.2505568034,44.3627907443,
Hancock,2025-05-12,LONG (GREAT) P,Southwest Harbor,L.L. SALMON,225,6,-68.3007808985,44.2427099003,
Hancock,2025-05-12,ECHO L,Mount Desert,L.L. SALMON,50,6,-68.3375013538,44.3289005534,
Hancock,2025-05-14,TODDY P,Surry,SPLAKE,1050,9,-68.6209273239,44.5287877934,
Washington,2025-05-14,BIG L,Grand Lake Stream Plt,L.L. SALMON,1500,6,-67.682477,45.170285,
Washington,2025-05-14,MEYERS P (NORTH),Columbia,BROOK TROUT,150,8,-67.8376062531,44.6765783335,
Hancock,2025-05-14,HEART P,Orland,SPLAKE,225,9,-68.6622027899,44.5680986796,
Washington,2025-05-14,MEYERS P (SOUTH),Columbia,BROOK TROUT,100,8,-67.8380624591,44.6756245214,
Washington,2025-05-14,SCHOODIC L,Cherryfield,L.L. SALMON,200,6,-67.8937550144585,44.69889781401764,
Penobscot,2025-05-21,FITTS P,Clifton,SPLAKE,400,9,-68.5552827276,44.76362168,
Hancock,2025-05-21,ORLAND R,Orland,BROOK TROUT,400,9,-68.74381614298511,44.5741587523695,
Hancock,2025-05-21,TUNK L,T10 SD,BROOK TROUT,1000,9,-68.0712003657,44.5857664975,
Hancock,2025-05-21,SIMMONS P,Hancock,BROOK TROUT,125,9,-68.3878446952,44.5580546599,
Hancock,2025-05-21,PHILLIPS (LUCERNE) L,Dedham,L.L. SALMON,300,6,-68.6033514534,44.6932104729,
Hancock,2025-05-21,TODDY P,Surry,BROWN TROUT,1000,8,-68.6209273239,44.5287877934,
Hancock,2025-05-21,ORLAND R,Orland,BROOK TROUT,250,9,-68.74381614298511,44.5741587523695,
Hancock,2025-05-21,JACOB BUCK P,Bucksport,SPLAKE,350,9,-68.7446403721,44.6459991082,
Washington,2025-05-22,GRAND LAKE STREAM,Grand Lake Stream Plt,BROOK TROUT,150,9,-67.77040232953631,45.174925923554255,
Washington,2025-05-22,GRAND LAKE STREAM,Grand Lake Stream Plt,L.L. SALMON,200,12,-67.77040232953631,45.174925923554255,
Washington,2025-05-22,GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,BROOK TROUT,100,9,-67.77732103685092,45.180264845139014,
Hancock,2025-05-27,LILY P,Deer Isle,BROWN TROUT,50,8,-68.6676198899,44.2300005236,
Hancock,2025-05-27,JONES P,Gouldsboro,BROWN TROUT,300,8,-68.0805083572,44.4557427958,
Washington,2025-05-27,SIMPSON P,Roque Bluffs,BROWN TROUT,50,8,-67.4875524751,44.6119894837,
Hancock,2025-05-27,FLANDERS P,Sullivan,BROWN TROUT,300,8,-68.1345859728,44.5460661471,
Hancock,2025-05-27,SEAL COVE P,Tremont,BROWN TROUT,200,8,-68.3970278216,44.3022218458,
Washington,2025-05-28,POCUMCUS L,T6 ND BPP,L.L. SALMON,500,6,-67.9094094202,45.1937839521,
Washington,2025-05-28,GRAND L (WEST),T6 ND BPP,L.L. SALMON,9500,6,-67.8422080079,45.2394067709,
Hancock,2025-05-28,LEAD MTN P (UPPER),T28 MD,BROWN TROUT,550,8,-68.1402812583,44.8522287561,
Hancock,2025-05-28,LEAD MTN P (LO & MD),T28 MD,BROWN TROUT,300,8,-68.1769901827,44.8544392017,
Hancock,2025-05-28,KING P,Great Pond,BROWN TROUT,200,8,-68.2597102023,44.9402793023,
Washington,2025-06-05,COBSCOOK BAY STATE PARK P,Edmunds Twp,BROOK TROUT,400,9,-67.1671438629,44.8494910246,
Washington,2025-06-06,SECOND L (OLD STREAM),T37 MD BPP,SPLAKE,350,9,-67.7917530978,45.0125114693,
Hancock,2025-06-06,BURNT LAND L,T35 MD,SPLAKE,400,9,-68.0362146464,45.0202035178,
Washington,2025-06-06,HOSEA PUG L,T26 ED BPP,SPLAKE,150,9,-67.6829124688,45.0370964459,
Washington,2025-06-11,MEDDYBEMPS L,Baileyville,L.L. SALMON,250,6,-67.380559736,45.1029135963,
Washington,2025-06-11,GARDNER L,East Machias,L.L. SALMON,250,6,-67.4436724746,44.7851556426,
Hancock,2025-06-11,TODDY P,Surry,L.L. SALMON,250,6,-68.6209273239,44.5287877934,
Washington,2025-06-12,GRAND LAKE STREAM,Grand Lake Stream Plt,L.L. SALMON,150,12,-67.77040232953631,45.174925923554255,
Washington,2025-06-12,GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,BROOK TROUT,200,9,-67.77732103685092,45.180264845139014,
Washington,2025-06-12,GRAND LAKE STREAM,Grand Lake Stream Plt,BROOK TROUT,100,9,-67.77040232953631,45.174925923554255,
Hancock,2025-09-19,YOUNGS P,Otis,BROOK TROUT,0,12,-68.4474744331,44.7166344398,
Hancock,2025-09-19,LONG P,T10 SD,BROWN TROUT,0,11,-68.0176961418,44.6000943314,
Hancock,2025-09-19,ECHO L,Mount Desert,BROOK TROUT,0,12,-68.3375013538,44.3289005534,
Hancock,2025-09-19,SIMMONS P,Hancock,BROOK TROUT,0,12,-68.3878446952,44.5580546599,
Hancock,2025-09-19,LONG P,T10 SD,BROOK TROUT,0,12,-68.0176961418,44.6000943314,
Washington,2025-09-19,SPECTACLE L (UPPER),T19 ED BPP,BROOK TROUT,0,12,-67.479196,44.958519,
Washington,2025-09-19,PINEO P,Deblois,BROOK TROUT,0,12,-67.9381336027,44.7185887785,
Washington,2025-09-19,SCHOODIC L,Cherryfield,BROOK TROUT,0,12,-67.8937550144585,44.69889781401764,
Washington,2025-09-19,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,0,12,-67.9129304728,44.7140859113,
Hancock,2025-09-19,EAGLE L,Bar Harbor,BROOK TROUT,0,12,-68.2505568034,44.3627907443,
Washington,2025-09-26,MONROE P (EAST),T43 MD BPP,BROOK TROUT,600,7,-67.8036381391,45.0799041953,
Washington,2025-09-26,MONROE L,T43 MD BPP,BROOK TROUT,1500,7,-67.794569589,45.08601189,
Washington,2025-09-26,MONROE P (WEST),T43 MD BPP,BROOK TROUT,500,7,-67.806924232,45.0776568437,
Washington,2025-10-01,BERRYPATCH P,T31 MD BPP - Day Block Twp,BROOK TROUT,150,7,-67.7242663309,44.9091626928,
Washington,2025-10-01,SALMON P,T30 MD BPP,BROOK TROUT,50,13,-67.8590144218,44.9201250572,
Washington,2025-10-01,SALMON P,T30 MD BPP,BROOK TROUT,400,7,-67.8590144218,44.9201250572,
Washington,2025-10-01,PEEP L,T30 MD BPP,BROOK TROUT,1000,7,-67.8920986061,44.9095104781,
Washington,2025-10-01,MOPANG L,Devereaux Twp,L.L. SALMON,300,10,-68.0047223737,44.9197287988,
Washington,2025-10-01,LOVE L,T19 ED BPP,L.L. SALMON,200,10,-67.5190897392,44.9964756301,
Washington,2025-10-01,PLEASANT RIVER L,Beddington,L.L. SALMON,25,10,-67.9782305769,44.8494979956,
Washington,2025-10-01,BERRYPATCH P,T31 MD BPP - Day Block Twp,BROOK TROUT,25,13,-67.7242663309,44.9091626928,
Washington,2025-10-02,NORSE P,Cutler,BROOK TROUT,200,7,-67.124070898,44.7096310121,
Hancock,2025-10-02,LONG P (LITTLE),T10 SD,BROOK TROUT,250,7,-68.0775500806,44.6379655944,
Hancock,2025-10-02,TROUT P,Amherst,BROOK TROUT,250,7,-68.4212468151,44.8809683526,
Hancock,2025-10-02,LITTLE P,Franklin,BROOK TROUT,350,7,-68.1700588993,44.576291781,
Hancock,2025-10-02,RAINBOW P,T10 SD,BROOK TROUT,600,7,-68.0989829203,44.6036655492,
Hancock,2025-10-02,DUCKTAIL P,Amherst,BROOK TROUT,260,7,-68.3945769096,44.8592850709,
Hancock,2025-10-02,PARTRIDGE P,Amherst,BROOK TROUT,550,7,-68.4038348929,44.8605119139,
Hancock,2025-10-02,LONG P,Sullivan,BROOK TROUT,400,7,-68.1700728138,44.533878682,
Hancock,2025-10-02,SALMON P,T10 SD,BROOK TROUT,300,7,-68.084909334,44.6328979516,
Hancock,2025-10-02,ANDERSON P,T10 SD,BROOK TROUT,250,7,-68.0593219249,44.6475632852,
Washington,2025-10-02,LEDGE (BALD LEDGE) P,Charlotte,BROOK TROUT,400,7,-67.283964475,45.0352219907,
Washington,2025-10-02,PORK BARREL L,T6 R1 NBPP,BROOK TROUT,250,7,-67.9062012098,45.2995817589,
Washington,2025-10-02,ACKLEY P,Cutler,BROOK TROUT,400,7,-67.223125648,44.6760220888,
Washington,2025-10-02,VINING L,Cooper,BROOK TROUT,850,7,-67.4506711701,44.9447834733,
Washington,2025-10-02,SPECTACLE L (UPPER),T19 ED BPP,BROOK TROUT,700,7,-67.479196,44.958519,
Washington,2025-10-02,JAMES P,Charlotte,BROOK TROUT,1250,7,-67.2735058311,45.0346196072,
Hancock,2025-10-02,TILDEN P,T10 SD,BROOK TROUT,1250,7,-68.0719094137,44.6350938388,
Washington,2025-10-06,MONTEGAIL P,T19 MD BPP,BROOK TROUT,2500,7,-67.771316277,44.7561548918,
Washington,2025-10-06,MEYERS P (NORTH),Columbia,BROOK TROUT,300,7,-67.8376062531,44.6765783335,
Washington,2025-10-06,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,800,7,-67.9129304728,44.7140859113,
Washington,2025-10-06,SPECTACLE P,Deblois,BROOK TROUT,850,7,-67.9300334644,44.7184234587,
Washington,2025-10-06,PIKE BROOK P (EAST),T18 MD BPP,BROOK TROUT,300,7,-67.9097716219,44.714355277,
Hancock,2025-10-06,LILY P,Deer Isle,BROOK TROUT,600,7,-68.6676198899,44.2300005236,
Washington,2025-10-06,MONTEGAIL P,T19 MD BPP,BROOK TROUT,175,13,-67.771316277,44.7561548918,
Washington,2025-10-07,VINING L,Cooper,BROOK TROUT,50,13,-67.4506711701,44.9447834733,
Washington,2025-10-07,NASHS L,Calais,L.L. SALMON,300,10,-67.2099645945,45.1078399498,
Washington,2025-10-07,BOYDEN L,Perry,L.L. SALMON,400,10,-67.15421,45.014211,
Washington,2025-10-07,MONEYMAKER L,Robbinston,BROOK TROUT,700,7,-67.1687317766,45.0944657981,
Washington,2025-10-07,GOULDING L,Robbinston,BROOK TROUT,500,7,-67.1858643658,45.0733584141,
Washington,2025-10-07,GOULDING L,Robbinston,BROOK TROUT,75,13,-67.1858643658,45.0733584141,
Washington,2025-10-07,NASHS L,Calais,BROOK TROUT,400,13,-67.2099645945,45.1078399498,
Washington,2025-10-08,ROUND L,Charlotte,BROWN TROUT,525,12,-67.2677760001,45.0200090029,
Washington,2025-10-08,PENNAMAQUAN L,Charlotte,BROWN TROUT,1200,12,-67.2280828346,45.0058967016,
Washington,2025-10-08,KEENE L,Calais,BROOK TROUT,1500,7,-67.1743959704,45.1097121369,
Washington,2025-10-08,SIX MILE L,Marshfield,BROOK TROUT,1000,7,-67.5231130567,44.7661627818,
Washington,2025-10-08,KEENE L,Calais,BROOK TROUT,150,13,-67.1743959704,45.1097121369,
Washington,2025-10-08,SIX MILE L,Marshfield,BROOK TROUT,200,13,-67.5231130567,44.7661627818,
Washington,2025-10-08,LILY L,Trescott Twp,BROOK TROUT,1000,7,-67.1056661799,44.828606073,
Washington,2025-10-09,BOG L,Northfield,L.L. SALMON,300,10,-67.5778197588,44.85074232,
Washington,2025-10-09,INDIAN L,Whiting,BROOK TROUT,1778,7,-67.2656191089,44.7545552247,
Hancock,2025-10-09,PATTEN P (LOWER),Surry,BROWN TROUT,150,12,-68.55063132146557,44.54334988353266,
Hancock,2025-10-09,SPRING RIVER L,T10 SD,BROWN TROUT,700,12,-68.0507167879,44.6210685281,
Washington,2025-10-09,INDIAN L,Whiting,BROOK TROUT,200,13,-67.2656191089,44.7545552247,
Washington,2025-10-09,BOG L,Northfield,BROOK TROUT,600,13,-67.5778197588,44.85074232,
Hancock,2025-10-09,FOX P,T10 SD,BROWN TROUT,125,12,-68.1122202386,44.6259097093,
Washington,2025-10-10,FOXHOLE P,Deblois,BROOK TROUT,250,7,-67.9531638229,44.7679461327,
Hancock,2025-10-10,LEAD MTN P (UPPER),T28 MD,L.L. SALMON,75,13,-68.1402812583,44.8522287561,
Penobscot,2025-10-10,PENOBSCOT CLUB P,Brewer,BROOK TROUT,425,7,-68.7447206801,44.8066882342,
Penobscot,2025-10-10,BREWER L,Orrington,L.L. SALMON,175,10,-68.7322892563987,44.71444115906208,
Hancock,2025-10-10,BRANCH P (UPPER MIDDLE),Aurora,L.L. SALMON,25,10,-68.2250139402,44.8976312865,
Washington,2025-10-10,FOXHOLE P,Deblois,BROOK TROUT,55,13,-67.9531638229,44.7679461327,
Penobscot,2025-10-10,PENOBSCOT CLUB P,Brewer,BROOK TROUT,55,13,-68.7447206801,44.8066882342,
Hancock,2025-10-14,HANCOCK P,Bucksport,BROWN TROUT,100,12,-68.7040514845,44.6253903725,
Hancock,2025-10-14,JONES P,Gouldsboro,RAINBOW TROUT,900,14,-68.0805083572,44.4557427958,
Hancock,2025-10-14,GREAT P,Great Pond,BROWN TROUT,375,12,-68.3008484886,44.9621515777,
Hancock,2025-10-14,MOLASSES P,Eastbrook,BROWN TROUT,300,12,-68.2161048522,44.6780455361,
Hancock,2025-10-15,WALKER P,Brooksville,BROWN TROUT,700,12,-68.6941070312,44.330957267,
Hancock,2025-10-15,LOVEJOY P,T34 MD,BROOK TROUT,800,7,-68.126525426,44.9566224991,
Hancock,2025-10-15,LOVEJOY P,T34 MD,BROOK TROUT,75,13,-68.126525426,44.9566224991,
Hancock,2025-10-15,WALKER P,Brooksville,BROOK TROUT,500,12,-68.6941070312,44.330957267,
Washington,2025-10-15,MIC-MAC P,Deblois,BROOK TROUT,100,12,-67.9408378064,44.729128075,
Hancock,2025-10-15,FOX P,T10 SD,BROOK TROUT,800,7,-68.1122202386,44.6259097093,
Washington,2025-10-15,MIC-MAC P,Deblois,BROOK TROUT,1000,7,-67.9408378064,44.729128075,
Hancock,2025-10-16,CRAIG P,Orland,BROOK TROUT,100,12,-68.6673928221,44.5831896459,
Hancock,2025-10-16,CRAIG P,Orland,BROOK TROUT,1100,7,-68.6673928221,44.5831896459,
Washington,2025-10-21,PLEASANT RIVER L,Beddington,BROOK TROUT,800,12,-67.9782305769,44.8494979956,
Hancock,2025-10-22,BREAKNECK P (UPPER),Bar Harbor,BROOK TROUT,125,7,-68.2556365578,44.3861610122,
Hancock,2025-10-22,HADLOCK P (LOWER),Mount Desert,BROOK TROUT,75,12,-68.2894115519,44.3104061435,
Hancock,2025-10-22,HADLOCK P (LOWER),Mount Desert,BROOK TROUT,600,7,-68.2894115519,44.3104061435,
Hancock,2025-10-22,WITCH HOLE P,Bar Harbor,BROOK TROUT,75,12,-68.2431147546,44.3999549965,
Hancock,2025-10-22,WITCH HOLE P,Bar Harbor,BROOK TROUT,600,7,-68.2431147546,44.3999549965,
Hancock,2025-10-22,HADLOCK P (UPPER),Mount Desert,BROOK TROUT,600,7,-68.2873498442,44.3215711603,
Hancock,2025-10-22,BREAKNECK P (LOWER),Bar Harbor,BROOK TROUT,125,7,-68.2564710447,44.3898227277,
Hancock,2025-10-22,HALFMOON P,Bar Harbor,BROOK TROUT,100,7,-68.2515545592,44.3906741611,
Hancock,2025-10-22,LAKE WOOD,Bar Harbor,BROOK TROUT,600,7,-68.2685029534,44.4078446458,
Hancock,2025-10-22,HADLOCK P (UPPER),Mount Desert,BROOK TROUT,75,12,-68.2873498442,44.3215711603,
Hancock,2025-10-23,PHILLIPS (LUCERNE) L,Dedham,BROOK TROUT,800,12,-68.6033514534,44.6932104729,
Washington,2025-10-23,LONG L,Marion Twp,SPLAKE,250,13,-67.2985747915,44.8162147061,
Hancock,2025-10-23,WILLIAMS P,T28 MD,BROOK TROUT,250,13,-68.1501583358,44.9138595062,
Hancock,2025-10-23,SPRING RIVER L,T10 SD,BROOK TROUT,700,12,-68.0507167879,44.6210685281,
Washington,2025-10-23,SOUTHWEST P,Beddington,SPLAKE,25,13,-67.969723873,44.8054438257,
Washington,2025-10-23,PEAKED MOUNTAIN P,Northfield,SPLAKE,250,13,-67.6984396983,44.7668175923,
